id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1490703277180309508	1490703277180309508	2022-02-07 20:35:31 IST	2022-02-07	20:35:31	+0530	86740435	jenniegow	Jennie Gow		RT @jamiefox1: We are recruiting for a number of Comms roles, two fantastic opportunities here.  Senior Communications Manager🏎:   https://t…	en	[{'screen_name': 'jamiefox1', 'name': 'jamie fox', 'id': '21996688'}]	[]	[]	0	18	0	[]	[]	https://twitter.com/JennieGow/status/1490703277180309508	False		0								[]				
1490240640579424257	1490240640579424257	2022-02-06 13:57:10 IST	2022-02-06	13:57:10	+0530	86740435	jenniegow	Jennie Gow		Wordle has made me angry today 😡	en	[]	[]	[]	51	0	246	[]	[]	https://twitter.com/JennieGow/status/1490240640579424257	False		0								[]				
1490028137362636801	1490028137362636801	2022-02-05 23:52:45 IST	2022-02-05	23:52:45	+0530	86740435	jenniegow	Jennie Gow		RT @jack_murley: This is sensational 😂	en	[{'screen_name': 'jack_murley', 'name': 'jack murley', 'id': '218290716'}]	[]	[]	0	15	0	[]	[]	https://twitter.com/JennieGow/status/1490028137362636801	False	https://twitter.com/danrichardson/status/1490002215888732170	0								[]				
1490024532899418120	1490024532899418120	2022-02-05 23:38:26 IST	2022-02-05	23:38:26	+0530	86740435	jenniegow	Jennie Gow		RT @LewisHamilton: I’ve been gone. Now I’m back!  https://t.co/Y8i0cgJXZq	en	[{'screen_name': 'lewishamilton', 'name': 'lewis hamilton', 'id': '213969309'}]	[]	['https://pbs.twimg.com/media/FK2fpZOXoAI3imh.jpg']	0	56946	0	[]	[]	https://twitter.com/JennieGow/status/1490024532899418120	False		1	https://pbs.twimg.com/media/FK2fpZOXoAI3imh.jpg							[]				
1489552627293696002	1489552627293696002	2022-02-04 16:23:15 IST	2022-02-04	16:23:15	+0530	86740435	jenniegow	Jennie Gow		RT @abtmotorsport: Thank you so much for being part of this start into the season. Almost time to go racing now 👊🏻	en	[{'screen_name': 'abtmotorsport', 'name': 'abt motorsport', 'id': '2331900480'}]	[]	[]	0	1	0	[]	[]	https://twitter.com/JennieGow/status/1489552627293696002	False	https://twitter.com/jenniegow/status/1489387979835691008	0								[]				
1489537671328411648	1489537671328411648	2022-02-04 15:23:49 IST	2022-02-04	15:23:49	+0530	86740435	jenniegow	Jennie Gow		RT @ExtremeELive: BREAKING: Mikaela Ahlin-Kottulinsky joins Season 1 Champions Rosberg X Racing, alongside Johan Kristoffersson!  #ExtremeE…	fi	[{'screen_name': 'extremeelive', 'name': 'extreme e', 'id': '1037633133523423232'}]	[]	[]	0	39	0	['extremee']	[]	https://twitter.com/JennieGow/status/1489537671328411648	False		0								[]				
1489525739661762560	1489525739661762560	2022-02-04 14:36:25 IST	2022-02-04	14:36:25	+0530	86740435	jenniegow	Jennie Gow		The weather might be grey and cloudy but remember, the sun is always there…you just might not be able to see it right now 🙏🏻 x  https://t.co/EEJepidWvh	en	[]	[]	['https://pbs.twimg.com/media/FKvbwuKWUAIuMV9.jpg']	4	4	131	[]	[]	https://twitter.com/JennieGow/status/1489525739661762560	False		1	https://pbs.twimg.com/media/FKvbwuKWUAIuMV9.jpg							[]				
1489387979835691008	1489387979835691008	2022-02-04 05:29:00 IST	2022-02-04	05:29:00	+0530	86740435	jenniegow	Jennie Gow		Presenting day @CUPRA done ✅ @abtmotorsport and the team have been amazing. Season 2 of @ExtremeELive starts in 2 weeks!!!!  https://t.co/qhvl42YIK6	en	[{'screen_name': 'cupra', 'name': 'cupra', 'id': '1268169925165809664'}, {'screen_name': 'abtmotorsport', 'name': 'abt motorsport', 'id': '2331900480'}, {'screen_name': 'extremeelive', 'name': 'extreme e', 'id': '1037633133523423232'}]	[]	['https://pbs.twimg.com/media/FKteeGWWUAEjPxJ.jpg']	5	4	174	[]	[]	https://twitter.com/JennieGow/status/1489387979835691008	False		1	https://pbs.twimg.com/media/FKteeGWWUAEjPxJ.jpg							[]				
1489268349473337347	1489268349473337347	2022-02-03 21:33:38 IST	2022-02-03	21:33:38	+0530	86740435	jenniegow	Jennie Gow		RT @ExtremeELive: Bad news, @SebastienLoeb! 😂  #ExtremeE  https://t.co/uE2Rk8IyaR	en	[{'screen_name': 'extremeelive', 'name': 'extreme e', 'id': '1037633133523423232'}, {'screen_name': 'sebastienloeb', 'name': 'sébastien loeb', 'id': '2253219642'}]	[]	['https://pbs.twimg.com/media/FKrmseTVgAA8eM_.jpg']	0	22	0	['extremee']	[]	https://twitter.com/JennieGow/status/1489268349473337347	False		1	https://pbs.twimg.com/media/FKrmseTVgAA8eM_.jpg							[]				
1489253145326743554	1489253145326743554	2022-02-03 20:33:13 IST	2022-02-03	20:33:13	+0530	86740435	jenniegow	Jennie Gow		RT @ExtremeELive: TWO DAKAR LEGENDS AT ABT CUPRA!  Nasser Al-Attiyah joins Jutta Kleinschmidt to fight for the Extreme E Season 2 Champions…	en	[{'screen_name': 'extremeelive', 'name': 'extreme e', 'id': '1037633133523423232'}]	[]	[]	0	54	0	[]	[]	https://twitter.com/JennieGow/status/1489253145326743554	False		0								[]				
