id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1490022589296951296	1490022589296951296	2022-02-05 23:30:43 IST	2022-02-05	23:30:43	+0530	213969309	lewishamilton	Lewis Hamilton		I’ve been gone. Now I’m back!  https://t.co/Y8i0cgJXZq	en	[]	[]	['https://pbs.twimg.com/media/FK2fpZOXoAI3imh.jpg']	23403	56824	447523	[]	[]	https://twitter.com/LewisHamilton/status/1490022589296951296	False		1	https://pbs.twimg.com/media/FK2fpZOXoAI3imh.jpg							[]				
1469697744608669700	1469697744608669700	2021-12-11 21:27:02 IST	2021-12-11	21:27:02	+0530	213969309	lewishamilton	Lewis Hamilton		P2 on the front row tomorrow, not bad since I prefer the battle. We’re looking strong and feeling focused — we’ve got to dig deeper than ever before. LET’S GO ‼️‼️  https://t.co/3Pd3tjHQsp	en	[]	[]	['https://pbs.twimg.com/media/FGVqTiSXIAQQrYP.jpg', 'https://pbs.twimg.com/media/FGVqTiSX0AIerwI.jpg']	8440	8916	121346	[]	[]	https://twitter.com/LewisHamilton/status/1469697744608669700	False		1	https://pbs.twimg.com/media/FGVqTiSXIAQQrYP.jpg							[]				
1469645601893662730	1469645601893662730	2021-12-11 17:59:50 IST	2021-12-11	17:59:50	+0530	213969309	lewishamilton	Lewis Hamilton		quali today 🚀  https://t.co/EZ5mpBs00o	en	[]	[]	['https://pbs.twimg.com/media/FGU64hlXsAA0grO.jpg', 'https://pbs.twimg.com/media/FGU64hqWYAsTbGY.jpg']	2092	4180	72338	[]	[]	https://twitter.com/LewisHamilton/status/1469645601893662730	False		1	https://pbs.twimg.com/media/FGU64hlXsAA0grO.jpg							[]				
1469362559618887686	1469362559618887686	2021-12-10 23:15:08 IST	2021-12-10	23:15:08	+0530	213969309	lewishamilton	Lewis Hamilton		We’ve come a long way, me and @ValtteriBottas. Let’s do it up big for our last as teammates  https://t.co/oIBmU0buDY	en	[{'screen_name': 'valtteribottas', 'name': 'valtteri bottas', 'id': '1143472657'}]	[]	['https://pbs.twimg.com/media/FGQ5ddDWUAc_Ahj.jpg']	2158	9334	128652	[]	[]	https://twitter.com/LewisHamilton/status/1469362559618887686	False		1	https://pbs.twimg.com/media/FGQ5ddDWUAc_Ahj.jpg							[]				
1468234677983281152	1468234677983281152	2021-12-07 20:33:20 IST	2021-12-07	20:33:20	+0530	213969309	lewishamilton	Lewis Hamilton		When I was younger, I used to try to blend in. But once I learned how to embrace my differences, I’ve never wanted to be anyone else. On @MasterClass, I’m going to teach you how to own your individuality and use it in pursuing your goals. Please join me  https://t.co/h4mQUDuo3Y  https://t.co/dBVQVA07SE	en	[{'screen_name': 'masterclass', 'name': 'masterclass', 'id': '3108033410'}]	['https://www.masterclass.com/lewishamilton']	[]	997	2718	26292	[]	[]	https://twitter.com/LewisHamilton/status/1468234677983281152	False		1	https://pbs.twimg.com/media/FF8rUFWVkAM_Bav.jpg							[]				
1466118701518778368	1466118701518778368	2021-12-02 00:25:12 IST	2021-12-02	00:25:12	+0530	213969309	lewishamilton	Lewis Hamilton		Equality for all.  https://t.co/LklC5SZ4lB	en	[]	[]	['https://pbs.twimg.com/media/FFizLxnXsAYq755.jpg']	3348	8431	107405	[]	[]	https://twitter.com/LewisHamilton/status/1466118701518778368	False		1	https://pbs.twimg.com/media/FFizLxnXsAYq755.jpg							[]				
1465017070404341761	1465017070404341761	2021-11-28 23:27:42 IST	2021-11-28	23:27:42	+0530	213969309	lewishamilton	Lewis Hamilton		Sir Frank Williams was one of the kindest people I had the pleasure of meeting in this sport. What he achieved is something truly special. Until his last days I know he remained a racer and a fighter at heart. His legacy will live on forever.  https://t.co/NDIwIvzZCl	en	[]	[]	['https://pbs.twimg.com/media/FFTJPbeVEAEJkVE.jpg', 'https://pbs.twimg.com/media/FFTJPbcUcAAUSzq.jpg', 'https://pbs.twimg.com/media/FFTJPebVIAEVmRw.jpg', 'https://pbs.twimg.com/media/FFTJPecUYAArrIk.jpg']	569	5895	94960	[]	[]	https://twitter.com/LewisHamilton/status/1465017070404341761	False		1	https://pbs.twimg.com/media/FFTJPbeVEAEJkVE.jpg							[]				
1462484775625629700	1462484775625629700	2021-11-21 23:45:16 IST	2021-11-21	23:45:16	+0530	213969309	lewishamilton	Lewis Hamilton		A great win for our first time in Qatar. #TEAMLH you keep us going, we keep pushing and we feel your energy more than ever. It’s been one hell of a year but I love this battle. Getting right back to work, focused and ready for the final two races. We win &amp; we lose together.  https://t.co/sGHFwBcV8c	en	[]	[]	['https://pbs.twimg.com/media/FEvKJjHaIAEov8B.jpg']	2373	7232	95820	['teamlh']	[]	https://twitter.com/LewisHamilton/status/1462484775625629700	False		1	https://pbs.twimg.com/media/FEvKJjHaIAEov8B.jpg							[]				
1462089543625154565	1462089543625154565	2021-11-20 21:34:46 IST	2021-11-20	21:34:46	+0530	213969309	lewishamilton	Lewis Hamilton		Felt like we were flying out there, what a special lap. Little changes add up to a big difference. Great work team! See you tomorrow  https://t.co/VHOJaT8JlP	en	[]	[]	['https://pbs.twimg.com/media/FEpisCuXoAc-MG6.jpg']	1971	6589	91918	[]	[]	https://twitter.com/LewisHamilton/status/1462089543625154565	False		1	https://pbs.twimg.com/media/FEpisCuXoAc-MG6.jpg							[]				
1461748676632666117	1461748676632666117	2021-11-19 23:00:17 IST	2021-11-19	23:00:17	+0530	213969309	lewishamilton	Lewis Hamilton		We stand together.  https://t.co/F3hKZwVLyN	en	[]	[]	['https://pbs.twimg.com/media/FEksrDdXMAEboya.jpg', 'https://pbs.twimg.com/media/FEksrDcXMAUmbFW.jpg', 'https://pbs.twimg.com/media/FEksrDcXEAU8v-j.jpg']	1913	9974	101310	[]	[]	https://twitter.com/LewisHamilton/status/1461748676632666117	False		1	https://pbs.twimg.com/media/FEksrDdXMAEboya.jpg							[]				
