id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1489972967039717379	1489972967039717379	2022-02-05 20:13:32 IST	2022-02-05	20:13:32	+0530	556260847	max33verstappen	Max Verstappen		Expectation ↔️ Reality 🥵  https://t.co/XfdippRKnx	en	[]	[]	['https://pbs.twimg.com/media/FK1n_dOXMAAOGSX.jpg', 'https://pbs.twimg.com/media/FK1oAMvWYAQuu0_.jpg']	426	944	28412	[]	[]	https://twitter.com/Max33Verstappen/status/1489972967039717379	False		1	https://pbs.twimg.com/media/FK1n_dOXMAAOGSX.jpg							[]				
1489166029280493575	1489166029280493575	2022-02-03 14:47:03 IST	2022-02-03	14:47:03	+0530	556260847	max33verstappen	Max Verstappen		⏳	und	[]	[]	[]	392	2116	39798	[]	[]	https://twitter.com/Max33Verstappen/status/1489166029280493575	False	https://twitter.com/redbullracing/status/1489161745742450693	0								[]				
1487801997675962371	1487801997675962371	2022-01-30 20:26:52 IST	2022-01-30	20:26:52	+0530	556260847	max33verstappen	Max Verstappen		#ERWCOKAYAMA	und	[]	[]	[]	112	147	3751	['erwcokayama']	[]	https://twitter.com/Max33Verstappen/status/1487801997675962371	False	https://twitter.com/Max33Verstappen/status/1487795379697508352	0								[]				
1487795379697508352	1487795379697508352	2022-01-30 20:00:35 IST	2022-01-30	20:00:35	+0530	556260847	max33verstappen	Max Verstappen		@TeamRedlineSim can win the championship tonight after 2 epic days of battles so far. Make sure you vote for Okayama just as I do! I want to see them race at Okayama in the Esports Racing World Cup tonight at 19:00 CET. 📺  https://t.co/oXWgAJSB1g #erwcokayama #erwcI #vcoesports	en	[]	['http://twitch.tv/vcoesports']	[]	30	70	844	['erwcokayama', 'erwci', 'vcoesports']	[]	https://twitter.com/Max33Verstappen/status/1487795379697508352	False		0								[]				
1486670328688435206	1486670328688435206	2022-01-27 17:30:02 IST	2022-01-27	17:30:02	+0530	556260847	max33verstappen	Max Verstappen		ɴᴇᴡ season, ɴᴇᴡ ɴᴜᴍʙᴇʀ, ɴᴇᴡ ʜᴇʟᴍᴇᴛ  Very happy to show you all my new helmet for the 2022 season! It's the small details that make the difference 1️⃣⭐  1:2 &amp; 1:4 2022 scale models available soon. Pre-register now to be the first to know. 🔗  https://t.co/ZJL7fBwqAy  https://t.co/msq2Jcj9Hy	en	[]	['https://bit.ly/3fZZaR8']	[]	1519	4586	46710	[]	[]	https://twitter.com/Max33Verstappen/status/1486670328688435206	False		1	https://pbs.twimg.com/media/FKGg7HcXEAAOfxN.jpg							[]				
1480494903465496583	1480494903465496583	2022-01-10 16:31:05 IST	2022-01-10	16:31:05	+0530	556260847	max33verstappen	Max Verstappen		Excited about this partnership, see you in the paddock soon 💪 @Viaplay_SE	en	[{'screen_name': 'viaplay_se', 'name': 'viaplay', 'id': '226587555'}]	[]	[]	353	283	8545	[]	[]	https://twitter.com/Max33Verstappen/status/1480494903465496583	False	https://twitter.com/VerstappenCOM/status/1480434873504436226	0								[]				
1474322058154856448	1474322058154856448	2021-12-24 15:42:24 IST	2021-12-24	15:42:24	+0530	556260847	max33verstappen	Max Verstappen		RT @carnextcom: This #F1 season was one wild ride! And it looks like it’s gonna get even wilder because YOU have a shot at winning this sea…	en	[{'screen_name': 'carnextcom', 'name': 'carnext.com', 'id': '1116633742456520709'}]	[]	[]	0	247	0	['f1']	[]	https://twitter.com/Max33Verstappen/status/1474322058154856448	False		0								[]				
1471609702022893579	1471609702022893579	2021-12-17 04:04:28 IST	2021-12-17	04:04:28	+0530	556260847	max33verstappen	Max Verstappen		🏆😃  https://t.co/cKXeaeXHUU	und	[]	[]	['https://pbs.twimg.com/media/FGw1OPrX0AQEbdB.jpg', 'https://pbs.twimg.com/media/FGw1OPvX0AgVVP9.jpg']	3364	10861	160102	[]	[]	https://twitter.com/Max33Verstappen/status/1471609702022893579	False		1	https://pbs.twimg.com/media/FGw1OPrX0AQEbdB.jpg							[]				
1471204454158454790	1471204454158454790	2021-12-16 01:14:10 IST	2021-12-16	01:14:10	+0530	556260847	max33verstappen	Max Verstappen		Felt really good to come home to a factory of World Champions 🟠  Thank you to everyone for the warm welcome today and more importantly for your hard work over the past year 🙏  https://t.co/sex1cJGbJK	en	[]	[]	['https://pbs.twimg.com/media/FGrEfxFXsAkpRMf.jpg', 'https://pbs.twimg.com/media/FGrEgxbXwAIjbzf.jpg', 'https://pbs.twimg.com/media/FGrEiFtXoAUoa-2.jpg', 'https://pbs.twimg.com/media/FGrEizwWUAYOhvy.jpg']	1880	5399	86754	[]	[]	https://twitter.com/Max33Verstappen/status/1471204454158454790	False		1	https://pbs.twimg.com/media/FGrEfxFXsAkpRMf.jpg							[]				
1470747204298186755	1470747204298186755	2021-12-14 18:57:13 IST	2021-12-14	18:57:13	+0530	556260847	max33verstappen	Max Verstappen		How it started ↔️ how it’s going  Took a few days to let what happened last Sunday sink in. Thank you to everyone for all your support and kind messages 🙏  https://t.co/i2kplMU4NY	en	[]	[]	['https://pbs.twimg.com/media/FGkkyJrWQAAYaif.jpg', 'https://pbs.twimg.com/media/FGkkyJwWYAQXeUj.jpg']	2847	11376	161181	[]	[]	https://twitter.com/Max33Verstappen/status/1470747204298186755	False		1	https://pbs.twimg.com/media/FGkkyJrWQAAYaif.jpg							[]				
