id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1476147336308998146	1476147336308998146	2021-12-29 16:35:25 IST	2021-12-29	16:35:25	+0530	4854457427	c4f1	Channel 4 F1®		The best of 2021 🎬  Relax, rewind and relive the best of #C4F1 on our YouTube channel now 📲  https://t.co/VKxgc78lJ0	en	[]	['https://youtu.be/-m_UEXcPDVQ']	[]	12	8	54	['c4f1']	[]	https://twitter.com/C4F1/status/1476147336308998146	False		0								[]				
1475966567976423429	1475966567976423429	2021-12-29 04:37:06 IST	2021-12-29	04:37:06	+0530	4854457427	c4f1	Channel 4 F1®		RT @C4Sport: 𝗕𝗘𝗦𝗧 𝗢𝗙 𝟮𝟬𝟮𝟭...  We obviously couldn't leave out the time we pranked the world champ in a fake taxi. 🚕  #C4Sport  https://t.co/…	en	[{'screen_name': 'c4sport', 'name': 'channel 4 sport', 'id': '121387384'}]	[]	[]	0	13	0	['c4sport']	[]	https://twitter.com/C4F1/status/1475966567976423429	False		0								[]				
1475966507138093056	1475966507138093056	2021-12-29 04:36:52 IST	2021-12-29	04:36:52	+0530	4854457427	c4f1	Channel 4 F1®		RT @C4Sport: 𝗕𝗘𝗦𝗧 𝗢𝗙 𝟮𝟬𝟮𝟭...  Our F1 coverage produced the biggest scream...ever? 😱  #C4Sport  https://t.co/YvZhXK6xi9	en	[{'screen_name': 'c4sport', 'name': 'channel 4 sport', 'id': '121387384'}]	[]	[]	0	179	0	['c4sport']	[]	https://twitter.com/C4F1/status/1475966507138093056	False		1	https://pbs.twimg.com/amplify_video_thumb/1474108187464896517/img/0ERIFFnN5rvidRqZ.jpg							[]				
1474651125064388609	1474651125064388609	2021-12-25 13:30:00 IST	2021-12-25	13:30:00	+0530	4854457427	c4f1	Channel 4 F1®		Merry Christmas from everyone at #C4F1 🎅  https://t.co/FU6cIeFMgm	en	[]	[]	['https://pbs.twimg.com/media/FHUtu91XMAghYgk.jpg']	16	13	461	['c4f1']	[]	https://twitter.com/C4F1/status/1474651125064388609	False		1	https://pbs.twimg.com/media/FHUtu91XMAghYgk.jpg							[]				
1471868766359363588	1471868766359363588	2021-12-17 21:13:54 IST	2021-12-17	21:13:54	+0530	4854457427	c4f1	Channel 4 F1®		What a season it has been 🙌  Thanks for watching and happy holidays from everybody at #C4F1.  @IamTomWalker | #F1   https://t.co/Yoaxq22HYs	en	[{'screen_name': 'iamtomwalker', 'name': 'tom walker', 'id': '3089441932'}]	[]	[]	16	6	102	['c4f1', 'f1']	[]	https://twitter.com/C4F1/status/1471868766359363588	False		1	https://pbs.twimg.com/amplify_video_thumb/1470094676720029705/img/ucBlHC7vJMkZeFCl.jpg							[]				
1471861547572072459	1471861547572072459	2021-12-17 20:45:13 IST	2021-12-17	20:45:13	+0530	4854457427	c4f1	Channel 4 F1®		Great to see 👏👏	en	[]	[]	[]	20	13	365	[]	[]	https://twitter.com/C4F1/status/1471861547572072459	False	https://twitter.com/MercedesAMGF1/status/1471856357657792515	0								[]				
1471859334254829568	1471783749310468097	2021-12-17 20:36:25 IST	2021-12-17	20:36:25	+0530	4854457427	c4f1	Channel 4 F1®		Watch the full video here:   https://t.co/mQElMq59AS 😆	en	[]	['https://www.youtube.com/watch?v=TSwC6_4PAyU&t=224s']	[]	2	0	12	[]	[]	https://twitter.com/C4F1/status/1471859334254829568	False		0								[]				
1471795635422699522	1471795635422699522	2021-12-17 16:23:18 IST	2021-12-17	16:23:18	+0530	4854457427	c4f1	Channel 4 F1®		Max Verstappen and Kelly Piquet at FIA Prize Giving Gala 📸  https://t.co/2ENVfozTWI	en	[]	[]	['https://pbs.twimg.com/media/FGzeCcHXsAQ82mk.jpg']	30	18	336	[]	[]	https://twitter.com/C4F1/status/1471795635422699522	False		1	https://pbs.twimg.com/media/FGzeCcHXsAQ82mk.jpg							[]				
1471783749310468097	1471783749310468097	2021-12-17 15:36:04 IST	2021-12-17	15:36:04	+0530	4854457427	c4f1	Channel 4 F1®		That time @SteveJones pranked @Max33Verstappen in a black cab 😂   https://t.co/f15iIken8F	en	[{'screen_name': 'stevejones', 'name': 'steve jones', 'id': '380599418'}, {'screen_name': 'max33verstappen', 'name': 'max verstappen', 'id': '556260847'}]	[]	[]	8	13	201	[]	[]	https://twitter.com/C4F1/status/1471783749310468097	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1416745935439286272/pu/img/Zx6PkMZRZ4uxDpBY.jpg							[]				
1471098278209110021	1471098278209110021	2021-12-15 18:12:15 IST	2021-12-15	18:12:15	+0530	4854457427	c4f1	Channel 4 F1®		Sir Lewis Hamilton. 👏👏  https://t.co/zIi0462pns	cy	[]	[]	['https://pbs.twimg.com/media/FGpj1MJX0AAjq8r.jpg']	176	611	17034	[]	[]	https://twitter.com/C4F1/status/1471098278209110021	False		1	https://pbs.twimg.com/media/FGpj1MJX0AAjq8r.jpg							[]				
1470776118500372499	1470776118500372499	2021-12-14 20:52:07 IST	2021-12-14	20:52:07	+0530	4854457427	c4f1	Channel 4 F1®		Cannonball! 😅  (via @F1) | @ValtteriBottas    https://t.co/4jX7iePsnZ	en	[{'screen_name': 'f1', 'name': 'formula 1', 'id': '69008563'}, {'screen_name': 'valtteribottas', 'name': 'valtteri bottas', 'id': '1143472657'}]	[]	[]	6	9	200	[]	[]	https://twitter.com/C4F1/status/1470776118500372499	False		1	https://pbs.twimg.com/media/FGftzRdXoAYWVo1.jpg							[]				
1470760828148359185	1470760828148359185	2021-12-14 19:51:21 IST	2021-12-14	19:51:21	+0530	4854457427	c4f1	Channel 4 F1®		This is what it's all about 👏👏  ( via @F1) | @LewisHamilton | @Max33Verstappen    https://t.co/BpKt9RmPKk	en	[{'screen_name': 'f1', 'name': 'formula 1', 'id': '69008563'}, {'screen_name': 'lewishamilton', 'name': 'lewis hamilton', 'id': '213969309'}, {'screen_name': 'max33verstappen', 'name': 'max verstappen', 'id': '556260847'}]	[]	[]	40	23	522	[]	[]	https://twitter.com/C4F1/status/1470760828148359185	False		1	https://pbs.twimg.com/media/FGfliOGXwAcibsI.jpg							[]				
1470737299575091200	1470737299575091200	2021-12-14 18:17:51 IST	2021-12-14	18:17:51	+0530	4854457427	c4f1	Channel 4 F1®		We'll miss you Kimi 😥  #F1  https://t.co/ghVjyEIuye	en	[]	[]	['https://pbs.twimg.com/media/FGkbmbwXsAM5_nn.jpg']	8	38	776	['f1']	[]	https://twitter.com/C4F1/status/1470737299575091200	False		1	https://pbs.twimg.com/media/FGkbmbwXsAM5_nn.jpg							[]				
1470699823242297355	1470699823242297355	2021-12-14 15:48:56 IST	2021-12-14	15:48:56	+0530	4854457427	c4f1	Channel 4 F1®		💁‍♂️💁‍♂️  #F1  https://t.co/9oQJMOZ7cU	und	[]	[]	['https://pbs.twimg.com/media/FGj49YEWUAAPdQc.jpg']	112	17	349	['f1']	[]	https://twitter.com/C4F1/status/1470699823242297355	False		1	https://pbs.twimg.com/media/FGj49YEWUAAPdQc.jpg							[]				
1470419741454090246	1470419741454090246	2021-12-13 21:16:00 IST	2021-12-13	21:16:00	+0530	4854457427	c4f1	Channel 4 F1®		The @redbullracing celebrations 🍾👏  #F1  https://t.co/Neucj2yeis	en	[{'screen_name': 'redbullracing', 'name': 'red bull racing', 'id': '226087776'}]	[]	['https://pbs.twimg.com/media/FGf6rAaXsAUllSz.jpg', 'https://pbs.twimg.com/media/FGf6rAaXoAk-7jR.jpg', 'https://pbs.twimg.com/media/FGf6rAbXsAQn3Gg.jpg', 'https://pbs.twimg.com/media/FGf6rBaXsAEu_M1.jpg']	28	8	242	['f1']	[]	https://twitter.com/C4F1/status/1470419741454090246	False		1	https://pbs.twimg.com/media/FGf6rAaXsAUllSz.jpg							[]				
1470395272001953804	1470395272001953804	2021-12-13 19:38:46 IST	2021-12-13	19:38:46	+0530	4854457427	c4f1	Channel 4 F1®		RT @AlexJacquesF1: What an incredible first Formula 1 season to commentate on for a British audience @Channel4 A huge thank you to the whol…	en	[{'screen_name': 'alexjacquesf1', 'name': 'alex jacques', 'id': '1221778688137682944'}, {'screen_name': 'channel4', 'name': 'channel 4', 'id': '183585551'}]	[]	[]	0	17	0	[]	[]	https://twitter.com/C4F1/status/1470395272001953804	False		0								[]				
1470387187644514307	1470387187644514307	2021-12-13 19:06:38 IST	2021-12-13	19:06:38	+0530	4854457427	c4f1	Channel 4 F1®		Well said, DC.  @LewisHamilton can be proud 👏  https://t.co/7u6H0iRYDA	en	[{'screen_name': 'lewishamilton', 'name': 'lewis hamilton', 'id': '213969309'}]	[]	['https://pbs.twimg.com/media/FGfdIBpXEAAJYSz.jpg']	191	455	7426	[]	[]	https://twitter.com/C4F1/status/1470387187644514307	False		1	https://pbs.twimg.com/media/FGfdIBpXEAAJYSz.jpg							[]				
1470328427672657925	1470328427672657925	2021-12-13 15:13:09 IST	2021-12-13	15:13:09	+0530	4854457427	c4f1	Channel 4 F1®		Anyone else still trying to comprehend what happened? 🤯  #F1  https://t.co/lufyBWtMWl	en	[]	[]	['https://pbs.twimg.com/tweet_video_thumb/FGen6JbXsAIDLCh.jpg']	145	22	538	['f1']	[]	https://twitter.com/C4F1/status/1470328427672657925	False		1	https://pbs.twimg.com/tweet_video_thumb/FGen6JbXsAIDLCh.jpg							[]				
1470117500490682370	1470117500490682370	2021-12-13 01:15:00 IST	2021-12-13	01:15:00	+0530	4854457427	c4f1	Channel 4 F1®		What a season it has been 🤯  We close with @IamTomWalker. Enjoy!  #C4F1  https://t.co/Yoaxq22HYs	en	[{'screen_name': 'iamtomwalker', 'name': 'tom walker', 'id': '3089441932'}]	[]	[]	12	26	169	['c4f1']	[]	https://twitter.com/C4F1/status/1470117500490682370	False		1	https://pbs.twimg.com/amplify_video_thumb/1470094676720029705/img/ucBlHC7vJMkZeFCl.jpg							[]				
1470108173772234754	1470108173772234754	2021-12-13 00:37:56 IST	2021-12-13	00:37:56	+0530	4854457427	c4f1	Channel 4 F1®		BREAKING NEWS: The two protests from Mercedes have been rejected ❌  #F1  https://t.co/ZhrNieGaxJ	en	[]	[]	['https://pbs.twimg.com/media/FGbXuWJXIAUBqAK.jpg']	187	100	1092	['f1']	[]	https://twitter.com/C4F1/status/1470108173772234754	False		1	https://pbs.twimg.com/media/FGbXuWJXIAUBqAK.jpg							[]				
