id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1491032763759472644	1491032763759472644	2022-02-08 18:24:47 IST	2022-02-08	18:24:47	+0530	68674747	rgrosjean	Romain Grosjean		When @r8gesports races @FollowAndretti 😀 #realtovirtual #simracing @MSportgames  https://t.co/LFlHTjNyAN	en	[{'screen_name': 'r8gesports', 'name': 'r8g esports', 'id': '1242752106660052992'}, {'screen_name': 'followandretti', 'name': 'andretti autosport / #allandretti', 'id': '106146884'}, {'screen_name': 'msportgames', 'name': 'motorsport games', 'id': '1097863435919024128'}]	[]	['https://pbs.twimg.com/media/FLE2MjrXMAMq31O.jpg']	2	2	83	['realtovirtual', 'simracing']	[]	https://twitter.com/RGrosjean/status/1491032763759472644	False		1	https://pbs.twimg.com/media/FLE2MjrXMAMq31O.jpg							[]				
1490965380726411265	1490965380726411265	2022-02-08 13:57:02 IST	2022-02-08	13:57:02	+0530	68674747	rgrosjean	Romain Grosjean		📺« Is eSports overtaking? » ➡️Tonight is the BT Sport doc around eSports, Sim Racing and V10R League. 10.15pm tonight, following on from Newcastle vs Everton on BT Sport 2. Free to watch on BT Sport app and website. Was cool to be part of it. @btsport @JesseLingard @r8gesports  https://t.co/xQsYFreP3W	en	[{'screen_name': 'btsport', 'name': 'bt sport', 'id': '124189302'}, {'screen_name': 'jesselingard', 'name': 'jesse lingard', 'id': '755703497195225088'}, {'screen_name': 'r8gesports', 'name': 'r8g esports', 'id': '1242752106660052992'}]	[]	[]	1	6	174	[]	[]	https://twitter.com/RGrosjean/status/1490965380726411265	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1490964491122663425/pu/img/J0tzPQ-HMoeBYSNo.jpg							[]				
1490706429610762250	1490699563753259010	2022-02-07 20:48:03 IST	2022-02-07	20:48:03	+0530	68674747	rgrosjean	Romain Grosjean		@Neuvao Working on it	en	[]	[]	[]	1	1	3	[]	[]	https://twitter.com/RGrosjean/status/1490706429610762250	False		0								[{'screen_name': 'Neuvao', 'name': 'neuvao', 'id': '715895390927724544'}]				
1490699563753259010	1490699563753259010	2022-02-07 20:20:46 IST	2022-02-07	20:20:46	+0530	68674747	rgrosjean	Romain Grosjean		Happy day	en	[]	[]	[]	5	6	239	[]	[]	https://twitter.com/RGrosjean/status/1490699563753259010	False	https://twitter.com/MSportgames/status/1490698751593304067	0								[]				
1489331785792212993	1489331785792212993	2022-02-04 01:45:42 IST	2022-02-04	01:45:42	+0530	68674747	rgrosjean	Romain Grosjean		Speed, lines and beating the clock  Sounds like we have loads in common	en	[]	[]	[]	8	37	1084	[]	[]	https://twitter.com/RGrosjean/status/1489331785792212993	False	https://twitter.com/indycaronnbc/status/1489274986313383941	0								[]				
1489039635107958784	1489039635107958784	2022-02-03 06:24:48 IST	2022-02-03	06:24:48	+0530	68674747	rgrosjean	Romain Grosjean		Florida sun 1 My nose 0 😂😂😂😂😂😂 #Sunburn	en	[]	[]	[]	29	18	2108	['sunburn']	[]	https://twitter.com/RGrosjean/status/1489039635107958784	False		0								[]				
1489023148121067523	1489023148121067523	2022-02-03 05:19:17 IST	2022-02-03	05:19:17	+0530	68674747	rgrosjean	Romain Grosjean		This looks awesome. i only miss seeing my @DHLUS car :)  Introducing the INDYCAR IR-18 for rFactor 2  https://t.co/oPu2G7A5sZ via @YouTube	en	[{'screen_name': 'dhlus', 'name': 'dhl u.s.', 'id': '2507741466'}, {'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]	['https://youtu.be/1AJrAWMjfys']	[]	3	5	177	[]	[]	https://twitter.com/RGrosjean/status/1489023148121067523	False		0								[]				
1489010917710909440	1489010917710909440	2022-02-03 04:30:41 IST	2022-02-03	04:30:41	+0530	68674747	rgrosjean	Romain Grosjean		Looks good !!! Excited for it	en	[]	[]	[]	2	9	272	[]	[]	https://twitter.com/RGrosjean/status/1489010917710909440	False	https://twitter.com/IndyCar/status/1488876734590107653	0								[]				
1488865992625246211	1488865992625246211	2022-02-02 18:54:49 IST	2022-02-02	18:54:49	+0530	68674747	rgrosjean	Romain Grosjean		It’s windy, meaning let’s go kitesurfing  @duotonekite	en	[{'screen_name': 'duotonekite', 'name': 'duotonekiteboarding', 'id': '16026774'}]	[]	[]	5	10	445	[]	[]	https://twitter.com/RGrosjean/status/1488865992625246211	False		0								[]				
1488414533156749318	1488414533156749318	2022-02-01 13:00:52 IST	2022-02-01	13:00:52	+0530	68674747	rgrosjean	Romain Grosjean		RT @r8gesports: 📷 2022 VCO Esports Racing World Cup Vice-Champion! #r8gesports  https://t.co/WqUdfNADqD	en	[{'screen_name': 'r8gesports', 'name': 'r8g esports', 'id': '1242752106660052992'}]	[]	[]	0	6	0	['r8gesports']	[]	https://twitter.com/RGrosjean/status/1488414533156749318	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1488413602407198726/pu/img/0hVYG57o8KQK1APn.jpg							[]				
