id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1490366897287749638	1490230219214630913	2022-02-06 22:18:52 IST	2022-02-06	22:18:52	+0530	462346627	hillf1	Damon Hill		@TruckingMan1995 @kellyslater I have no idea what that is even!	en	[]	[]	[]	2	0	1	[]	[]	https://twitter.com/HillF1/status/1490366897287749638	False		0								[{'screen_name': 'TruckingMan1995', 'name': 'michael keene', 'id': '1444767072777654273'}, {'screen_name': 'kellyslater', 'name': 'Kelly Slater', 'id': '29312953'}]				
1490366268867858432	1490225205058408450	2022-02-06 22:16:22 IST	2022-02-06	22:16:22	+0530	462346627	hillf1	Damon Hill		@NaturalParadigm I would have preferred a swifter response from the @fia too. Its important for credibility. #f1	en	[{'screen_name': 'fia', 'name': 'fia', 'id': '432507102'}]	[]	[]	20	3	140	['f1']	[]	https://twitter.com/HillF1/status/1490366268867858432	False		0								[{'screen_name': 'NaturalParadigm', 'name': 'Bryson Sullivan 🇺🇲', 'id': '714337029140549632'}]				
1490363553626431488	1490363553626431488	2022-02-06 22:05:35 IST	2022-02-06	22:05:35	+0530	462346627	hillf1	Damon Hill		She is amazing. Deserves a medal! #queen #diamondjubilee  Platinum Jubilee: Prince of Wales pays tribute to the Queen’s ‘remarkable achievement of serving this nation’   https://t.co/5Cqsz1hBB9	en	[]	['https://www.thetimes.co.uk/article/5d0f3f88-86b6-11ec-83a3-cc7abcec4f36?shareToken=f47e5961c7977b265bce8c937e637f73']	[]	7	6	206	['queen', 'diamondjubilee']	[]	https://twitter.com/HillF1/status/1490363553626431488	False		0								[]				
1490332816361484290	1490323764235706374	2022-02-06 20:03:27 IST	2022-02-06	20:03:27	+0530	462346627	hillf1	Damon Hill		@LincolnJopp Not very democratic using tanks either.	en	[]	[]	[]	0	0	10	[]	[]	https://twitter.com/HillF1/status/1490332816361484290	False		0								[{'screen_name': 'LincolnJopp', 'name': 'Lincoln Jopp', 'id': '130717174'}]				
1490230219214630913	1490230219214630913	2022-02-06 13:15:46 IST	2022-02-06	13:15:46	+0530	462346627	hillf1	Damon Hill		If you don't know, you should. This guy is an absolute living legend. @kellyslater #f1 #surfing	en	[{'screen_name': 'kellyslater', 'name': 'kelly slater', 'id': '29312953'}]	[]	[]	14	4	155	['f1', 'surfing']	[]	https://twitter.com/HillF1/status/1490230219214630913	False	https://twitter.com/wsl/status/1490115483340664834	0								[]				
1490225205058408450	1490225205058408450	2022-02-06 12:55:50 IST	2022-02-06	12:55:50	+0530	462346627	hillf1	Damon Hill		River deep. Mountain High. #f1 #LewisHamilton	en	[]	[]	[]	193	147	5507	['f1', 'lewishamilton']	[]	https://twitter.com/HillF1/status/1490225205058408450	False	https://twitter.com/lewishamilton/status/1490022589296951296	0								[]				
1490223815070154752	1490114019008696323	2022-02-06 12:50:19 IST	2022-02-06	12:50:19	+0530	462346627	hillf1	Damon Hill		@FreemanLowell01 Man in the middle is Gregor Grant. Founder of Autosport. @autosport #f1	en	[{'screen_name': 'autosport', 'name': 'autosport', 'id': '20517081'}]	[]	[]	1	1	24	['f1']	[]	https://twitter.com/HillF1/status/1490223815070154752	False		0								[{'screen_name': 'FreemanLowell01', 'name': 'Freeman', 'id': '783724471605747712'}]				
1489685874229100554	1489685874229100554	2022-02-05 01:12:44 IST	2022-02-05	01:12:44	+0530	462346627	hillf1	Damon Hill		So inspiring to hear how life in the mountains can change young lives for the better @SnowCampInfo @FT FT Alpine forum with Knight Frank #f1 #knightfrank #skiing #CransMontana #ft  https://t.co/U81Wbb0LEA	en	[{'screen_name': 'snowcampinfo', 'name': 'snow camp charity', 'id': '352266508'}, {'screen_name': 'ft', 'name': 'financial times', 'id': '18949452'}]	[]	['https://pbs.twimg.com/media/FKxtZX-XIAMcvH1.jpg']	1	7	42	['f1', 'knightfrank', 'skiing', 'cransmontana', 'ft']	[]	https://twitter.com/HillF1/status/1489685874229100554	False		1	https://pbs.twimg.com/media/FKxtZX-XIAMcvH1.jpg							[]				
1489651925331103750	1489337409397571589	2022-02-04 22:57:50 IST	2022-02-04	22:57:50	+0530	462346627	hillf1	Damon Hill		@TheBishF1 @WSeriesRacing @IndeMotorsports @kiwi_motorsport You win again Matt! Ha!	en	[]	[]	[]	0	0	12	[]	[]	https://twitter.com/HillF1/status/1489651925331103750	False		0								[{'screen_name': 'TheBishF1', 'name': 'Matt Bishop 🏳️\u200d🌈', 'id': '434239640'}, {'screen_name': 'WSeriesRacing', 'name': 'W Series', 'id': '941282204495372288'}, {'screen_name': 'IndeMotorsports', 'name': 'Inde Motorsports', 'id': '125729430'}, {'screen_name': 'kiwi_motorsport', 'name': 'KiwiMotorsportNZ', 'id': '873511681153957888'}]				
1489651705142730758	1489520940400656386	2022-02-04 22:56:57 IST	2022-02-04	22:56:57	+0530	462346627	hillf1	Damon Hill		@TheBishF1 That's a great passage. 'Against stupidity we are defenceless'. Yup.	en	[]	[]	[]	1	1	18	[]	[]	https://twitter.com/HillF1/status/1489651705142730758	False		0								[{'screen_name': 'TheBishF1', 'name': 'Matt Bishop 🏳️\u200d🌈', 'id': '434239640'}]				
