id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1488555244468506627	1488555244468506627	2022-02-01 22:20:00 IST	2022-02-01	22:20:00	+0530	239172505	mbrundlef1	Martin Brundle		Some amazing  opportunities for F1 fans in this charity auction. Check it out.   https://t.co/0rTH8yE1Tz	en	[]	['https://www.grandprixtrust-auction.com/lite-ui/?controller=home']	[]	31	16	144	[]	[]	https://twitter.com/MBrundleF1/status/1488555244468506627	False		0								[]				
1488480148034830340	1488480148034830340	2022-02-01 17:21:36 IST	2022-02-01	17:21:36	+0530	239172505	mbrundlef1	Martin Brundle		RT @AlexBrundle: So excited to finally reveal the news that I’m building my dream car 🤩  Can’t wait to share the journey with you all - wit…	en	[{'screen_name': 'alexbrundle', 'name': 'alex brundle', 'id': '241190373'}]	[]	[]	0	7	0	[]	[]	https://twitter.com/MBrundleF1/status/1488480148034830340	False	https://twitter.com/adrianflux/status/1488474576082329600	0								[]				
1488218055901687812	1488218055901687812	2022-02-01 00:00:08 IST	2022-02-01	00:00:08	+0530	239172505	mbrundlef1	Martin Brundle		RT @SkySportsF1: Sky announces a two-year partnership with Sir Lewis Hamilton’s foundation, Mission 44, to address the disproportionate rat…	en	[{'screen_name': 'skysportsf1', 'name': 'sky sports f1', 'id': '368276033'}]	[]	[]	0	1671	0	[]	[]	https://twitter.com/MBrundleF1/status/1488218055901687812	False		0								[]				
1484610480136232960	1484610480136232960	2022-01-22 01:04:55 IST	2022-01-22	01:04:55	+0530	239172505	mbrundlef1	Martin Brundle		RT @JohnSimpsonNews: Just home after filming for Panorama in Afghanistan. Dreadful to see the destruction of a country. 97%  now below the…	en	[{'screen_name': 'johnsimpsonnews', 'name': 'john simpson', 'id': '4894738653'}]	[]	[]	0	3330	0	[]	[]	https://twitter.com/MBrundleF1/status/1484610480136232960	False		0								[]				
1481978594461204484	1481978594461204484	2022-01-14 18:46:45 IST	2022-01-14	18:46:45	+0530	239172505	mbrundlef1	Martin Brundle		RT @SkySportsF1: What mistakes were made? ❌ Will Michael Masi survive? 🏁 Will Lewis Hamilton return? 👀  Watch the full F1 show SPECIAL on Y…	en	[{'screen_name': 'skysportsf1', 'name': 'sky sports f1', 'id': '368276033'}]	[]	[]	0	97	0	[]	[]	https://twitter.com/MBrundleF1/status/1481978594461204484	False		0								[]				
1471843783725789190	1471843783725789190	2021-12-17 19:34:38 IST	2021-12-17	19:34:38	+0530	239172505	mbrundlef1	Martin Brundle		RT @AlexBrundle: @MBrundleF1 and I took on the @Silverclassic this year as a homage to the @JaguarUK E-Type in it’s 60th year.   Check out…	en	[{'screen_name': 'alexbrundle', 'name': 'alex brundle', 'id': '241190373'}, {'screen_name': 'mbrundlef1', 'name': 'martin brundle', 'id': '239172505'}, {'screen_name': 'silverclassic', 'name': 'the classic - silverstone', 'id': '102128505'}, {'screen_name': 'jaguaruk', 'name': 'jaguar uk', 'id': '347111527'}]	[]	[]	0	13	0	[]	[]	https://twitter.com/MBrundleF1/status/1471843783725789190	False		0								[]				
1471061292437884933	1471061292437884933	2021-12-15 15:45:17 IST	2021-12-15	15:45:17	+0530	239172505	mbrundlef1	Martin Brundle		Momentarily don’t have a single flight or PCR test booked 😅 so some essential reading to catch up on ⁦@PorterPress⁩ and ⁦@MauriceHamilton⁩  https://t.co/mYUxtzWtAt	en	[{'screen_name': 'porterpress', 'name': 'porter press', 'id': '927475224'}, {'screen_name': 'mauricehamilton', 'name': 'maurice hamilton', 'id': '40002562'}]	[]	['https://pbs.twimg.com/media/FGpCbaOXwAMI94H.jpg']	99	18	1110	[]	[]	https://twitter.com/MBrundleF1/status/1471061292437884933	False		1	https://pbs.twimg.com/media/FGpCbaOXwAMI94H.jpg							[]				
1470725969946329090	1470725969946329090	2021-12-14 17:32:50 IST	2021-12-14	17:32:50	+0530	239172505	mbrundlef1	Martin Brundle		"RT @SkySportsF1: ""In what should have been one of F1's finest ever moments instead we had anger and confusion.""  @MBrundleF1 dissects the #…"	en	[{'screen_name': 'skysportsf1', 'name': 'sky sports f1', 'id': '368276033'}, {'screen_name': 'mbrundlef1', 'name': 'martin brundle', 'id': '239172505'}]	[]	[]	0	242	0	[]	[]	https://twitter.com/MBrundleF1/status/1470725969946329090	False		0								[]				
1470499196402913285	1470499196402913285	2021-12-14 02:31:43 IST	2021-12-14	02:31:43	+0530	239172505	mbrundlef1	Martin Brundle		Not exactly the biggest problem the world is facing, but are we destined to manage the endlessly variable and cunning online ‘cookie’ choice and challenge for the rest of our lives? 🤔	en	[]	[]	[]	441	153	5874	[]	[]	https://twitter.com/MBrundleF1/status/1470499196402913285	False		0								[]				
1470116895647010817	1470116895647010817	2021-12-13 01:12:36 IST	2021-12-13	01:12:36	+0530	239172505	mbrundlef1	Martin Brundle		RT @SkySportsF1: UPDATE: Mercedes have lodged their intention to appeal the stewards' decision to dismiss the team's protest against the Sa…	en	[{'screen_name': 'skysportsf1', 'name': 'sky sports f1', 'id': '368276033'}]	[]	[]	0	263	0	[]	[]	https://twitter.com/MBrundleF1/status/1470116895647010817	False		0								[]				
