id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1490765048377221122	1490765048377221122	2022-02-08 00:40:59 IST	2022-02-08	00:40:59	+0530	394892872	georgerussell63	George Russell		Already feeling like a home from home. Big month ahead but we’re ready for it. 👊  https://t.co/ImdqQ86mcN	en	[]	[]	['https://pbs.twimg.com/media/FLBC59OWQAQnvjE.jpg']	319	835	30807	[]	[]	https://twitter.com/GeorgeRussell63/status/1490765048377221122	False		1	https://pbs.twimg.com/media/FLBC59OWQAQnvjE.jpg							[]				
1490631694797393920	1490631694797393920	2022-02-07 15:51:05 IST	2022-02-07	15:51:05	+0530	394892872	georgerussell63	George Russell		RT @MercedesAMGF1: Your chance to quiz @GeorgeRussell63 ahead of the launch of the W13 🙏 Fire away… 👇  https://t.co/VqkhvA1yyY	en	[{'screen_name': 'mercedesamgf1', 'name': 'mercedes-amg petronas f1 team', 'id': '26235265'}, {'screen_name': 'georgerussell63', 'name': 'george russell', 'id': '394892872'}]	[]	['https://pbs.twimg.com/media/FK7Z5M7X0AQu09c.jpg']	0	205	0	[]	[]	https://twitter.com/GeorgeRussell63/status/1490631694797393920	False		1	https://pbs.twimg.com/media/FK7Z5M7X0AQu09c.jpg							[]				
1489491652368642048	1489491652368642048	2022-02-04 12:20:57 IST	2022-02-04	12:20:57	+0530	394892872	georgerussell63	George Russell		RT @MercedesAMGF1: Quick catch-up with @GeorgeRussell63 after a busy day in Brackley 💪  https://t.co/XTBwBtxyky	en	[{'screen_name': 'mercedesamgf1', 'name': 'mercedes-amg petronas f1 team', 'id': '26235265'}, {'screen_name': 'georgerussell63', 'name': 'george russell', 'id': '394892872'}]	[]	[]	0	383	0	[]	[]	https://twitter.com/GeorgeRussell63/status/1489491652368642048	False		1	https://pbs.twimg.com/media/FKsgMfYWUAcZOOp.jpg							[]				
1488636862382157826	1488636862382157826	2022-02-02 03:44:20 IST	2022-02-02	03:44:20	+0530	394892872	georgerussell63	George Russell		RT @MercedesAMGF1: 👀 @GeorgeRussell63 meets the Team in Brackley and Brixworth! 🎥🔥	en	[{'screen_name': 'mercedesamgf1', 'name': 'mercedes-amg petronas f1 team', 'id': '26235265'}, {'screen_name': 'georgerussell63', 'name': 'george russell', 'id': '394892872'}]	[]	[]	0	519	0	[]	[]	https://twitter.com/GeorgeRussell63/status/1488636862382157826	False		0								[]				
1488215490656931848	1488215490656931848	2022-01-31 23:49:57 IST	2022-01-31	23:49:57	+0530	394892872	georgerussell63	George Russell		And hoooold…  https://t.co/vcwR4zcdIy	en	[]	[]	['https://pbs.twimg.com/media/FKc0F-nWUAMlNu_.jpg']	287	418	23980	[]	[]	https://twitter.com/GeorgeRussell63/status/1488215490656931848	False		1	https://pbs.twimg.com/media/FKc0F-nWUAMlNu_.jpg							[]				
1487815119124013060	1487815119124013060	2022-01-30 21:19:01 IST	2022-01-30	21:19:01	+0530	394892872	georgerussell63	George Russell		Wow @RafaelNadal. What an athlete! What a player! Congrats on 21 🏆	en	[{'screen_name': 'rafaelnadal', 'name': 'rafa nadal', 'id': '344634424'}]	[]	[]	79	718	23886	[]	[]	https://twitter.com/GeorgeRussell63/status/1487815119124013060	False		0								[]				
1487132656278118400	1487132656278118400	2022-01-29 00:07:09 IST	2022-01-29	00:07:09	+0530	394892872	georgerussell63	George Russell		5 years and counting working with this guy. Season prep is well underway! 💪  https://t.co/RkHTCr0s6I	en	[]	[]	['https://pbs.twimg.com/media/FKNbQ8RXoAkQBGt.jpg']	70	204	11121	[]	[]	https://twitter.com/GeorgeRussell63/status/1487132656278118400	False		1	https://pbs.twimg.com/media/FKNbQ8RXoAkQBGt.jpg							[]				
1487105684458151936	1487105684458151936	2022-01-28 22:19:58 IST	2022-01-28	22:19:58	+0530	394892872	georgerussell63	George Russell		RT @MercedesAMGF1: George Russell Turtleneck Era. ❤️  https://t.co/r7B6tfH33i	et	[{'screen_name': 'mercedesamgf1', 'name': 'mercedes-amg petronas f1 team', 'id': '26235265'}]	[]	['https://pbs.twimg.com/media/FKMIJzCXsAAZm0r.jpg', 'https://pbs.twimg.com/media/FKMIJzBXoAYXEBX.jpg']	0	1024	0	[]	[]	https://twitter.com/GeorgeRussell63/status/1487105684458151936	False		1	https://pbs.twimg.com/media/FKMIJzCXsAAZm0r.jpg							[]				
1486692253456379905	1486692253456379905	2022-01-27 18:57:09 IST	2022-01-27	18:57:09	+0530	394892872	georgerussell63	George Russell		RT @MercedesAMGF1: In the 𝗭𝗢𝗡𝗘. 🖤❤️ Who's feeling '22 ready! 💪  https://t.co/nJIke4jbD4	en	[{'screen_name': 'mercedesamgf1', 'name': 'mercedes-amg petronas f1 team', 'id': '26235265'}]	[]	['https://pbs.twimg.com/media/FKC4yy6XEAkPdxP.jpg']	0	743	0	[]	[]	https://twitter.com/GeorgeRussell63/status/1486692253456379905	False		1	https://pbs.twimg.com/media/FKC4yy6XEAkPdxP.jpg							[]				
1484116990440714240	1484116990440714240	2022-01-20 16:23:58 IST	2022-01-20	16:23:58	+0530	394892872	georgerussell63	George Russell		RT @MercedesAMGF1: GR63. 🔥 @GeorgeRussell63  https://t.co/fEAiCYOuGd	und	[{'screen_name': 'mercedesamgf1', 'name': 'mercedes-amg petronas f1 team', 'id': '26235265'}, {'screen_name': 'georgerussell63', 'name': 'george russell', 'id': '394892872'}]	[]	['https://pbs.twimg.com/media/FJeOP-PWQAgv6Xs.jpg']	0	1590	0	[]	[]	https://twitter.com/GeorgeRussell63/status/1484116990440714240	False		1	https://pbs.twimg.com/media/FJeOP-PWQAgv6Xs.jpg							[]				
1483833338976735235	1483833338976735235	2022-01-19 21:36:50 IST	2022-01-19	21:36:50	+0530	394892872	georgerussell63	George Russell		Awesome day at @MercedesAMG HQ yesterday. Some really cool content coming up... stay tuned. 👀  https://t.co/uUVYxYCpk1	en	[{'screen_name': 'mercedesamg', 'name': 'mercedes-amg', 'id': '38170974'}]	[]	['https://pbs.twimg.com/media/FJeiitHWQAMCA6F.jpg']	158	569	19308	[]	[]	https://twitter.com/GeorgeRussell63/status/1483833338976735235	False		1	https://pbs.twimg.com/media/FJeiitHWQAMCA6F.jpg							[]				
1482065993895657474	1482065993895657474	2022-01-15 00:34:03 IST	2022-01-15	00:34:03	+0530	394892872	georgerussell63	George Russell		Roof down, doors off, I like it.  https://t.co/PdZU5CSji2	en	[]	[]	['https://pbs.twimg.com/media/FJFbKa2XwAE8dRi.jpg', 'https://pbs.twimg.com/media/FJFbKa6X0AwCJw7.jpg']	244	557	23149	[]	[]	https://twitter.com/GeorgeRussell63/status/1482065993895657474	False		1	https://pbs.twimg.com/media/FJFbKa2XwAE8dRi.jpg							[]				
1482026935320514566	1482026935320514566	2022-01-14 21:58:50 IST	2022-01-14	21:58:50	+0530	394892872	georgerussell63	George Russell		RT @MercedesAMGF1: Sounds good doesn't it, Team. ❤️🙏  https://t.co/3DsbCOTKFI	en	[{'screen_name': 'mercedesamgf1', 'name': 'mercedes-amg petronas f1 team', 'id': '26235265'}]	[]	[]	0	2881	0	[]	[]	https://twitter.com/GeorgeRussell63/status/1482026935320514566	False		1	https://pbs.twimg.com/media/FJDc3deWUAUs8g2.jpg							[]				
1480593056483188738	1480593056483188738	2022-01-10 23:01:07 IST	2022-01-10	23:01:07	+0530	394892872	georgerussell63	George Russell		RT @MercedesAMGF1: In all honesty, we're a massive fan of this. 🤩  https://t.co/Qy5pZA58hM	en	[{'screen_name': 'mercedesamgf1', 'name': 'mercedes-amg petronas f1 team', 'id': '26235265'}]	[]	['https://pbs.twimg.com/media/FIwbYXKX0AgAEqd.jpg']	0	2522	0	[]	[]	https://twitter.com/GeorgeRussell63/status/1480593056483188738	False		1	https://pbs.twimg.com/media/FIwbYXKX0AgAEqd.jpg							[]				
